name	rawTweet	date
RPHFMVA	RT @USArmy: The Ceremonial Percussion section of The United States Army Band was inspired by the @WestPointBand Hellcat's #ArmyFit video!…	Feb 01 2020
The Italian CSM	RT @mountain_six: The Division G3 burning it down with a 600 on the ACFT this past week. https://t.co/v8kKztuun5	Feb 01 2020
yscbatis	INFO J. EXP ILS APCH RWY 35. VIS: REDUCING TO 7KM. RWY 35 &amp; RWY 30 FOR ARRS &amp; DEPS. START UP APPROVAL RQ FOR TRAINI… https://t.co/TXLaRs2pTC	Feb 01 2020
yscbatis	INFO I. TMP: 42. QNH: 1010. JET ACFT EXP ILS APCH. RWY 35 &amp; RWY 30 FOR ARRS &amp; DEPS. START UP APPROVAL RQ FOR TRAINI… https://t.co/xh88lXZ8dZ	Feb 01 2020
ً	i just took the ACFT and on god the army can start my paperwork to get kicked out😂😂😂😂	Feb 01 2020
2020 Year of the RATFISH	RT @ensembleator: Doubleplus unfun for local aviators this eve...UACN01 CYKA 010131 VR UUA /OV CYYJ 000000 /TM 0129 /FLDURD /TP DH8D /TB SE…	Feb 01 2020
こ と み	"てかアイカツは妹の付き添いって感じでやってたからな〜。
わたしはACFTガチ勢だったけど。"	Feb 01 2020
Chris Doyle	Doubleplus unfun for local aviators this eve...UACN01 CYKA 010131 VR UUA /OV CYYJ 000000 /TM 0129 /FLDURD /TP DH8D… https://t.co/8GwU19nlhZ	Feb 01 2020
-	RT @mountain_six: The Division G3 burning it down with a 600 on the ACFT this past week. https://t.co/v8kKztuun5	Feb 01 2020
Mountain Six	The Division G3 burning it down with a 600 on the ACFT this past week. https://t.co/v8kKztuun5	Feb 01 2020
Black Diamond PHA	RT @USArmy: #ACFT testing equipment has arrived at Fort Stewart Hunter Army Airfield and the #Soldiers of @3rd_Infantry wasted no time gett…	Feb 01 2020
yscbatis	INFO H. TMP: 41. QNH: 1011. JET ACFT EXP ILS APCH. RWY 35 &amp; RWY 30 FOR ARRS &amp; DEPS. START UP APPROVAL RQ FOR TRAINI… https://t.co/OMf089LGa6	Feb 01 2020
John C. Hill	"@DeeGoots @michaelbird @madhouseSIX That is AWESOME that your agency is flexible &amp; works w/ you on your LFL ""commit… https://t.co/mX4ghSfj1l"	Feb 01 2020
Victor Farrar	RT @USArmy: The Ceremonial Percussion section of The United States Army Band was inspired by the @WestPointBand Hellcat's #ArmyFit video!…	Feb 01 2020
HIRO	RT @USArmy: The Ceremonial Percussion section of The United States Army Band was inspired by the @WestPointBand Hellcat's #ArmyFit video!…	Feb 01 2020
yscbatis	INFO G. TMP: 40. VIS: GT 10 KM. WIND: 280/15-25. ALL XW RWY 35, XW 10 KTS RWY 30. QNH: 1012. JET ACFT EXP ILS APCH.… https://t.co/QlJGTfUxdY	Feb 01 2020
Terri Land	RT @mil_ops: Some days you fire up the overwatch board and your jaw drops. today is one of those days: 23 H60 Blackhawks, 8 EC45’s, 2 AWACs…	Feb 01 2020
YMML ATIS	INFO R. EXP INST APCH. RWY 27 &amp; 34 FOR ARR. RWY 27 FOR DEP. LAHSO IN PROGRESS.FROM TIME 0105, ACFT DEPARTING TO THE… https://t.co/1IaJl4hOvd	Feb 01 2020
yscbatis	INFO F. WX: FU HZ. TMP: 39. WIND: 300/10-20. MAX XW 16 KTS RWY 35. JET ACFT EXP ILS APCH. RWY 35 &amp; RWY 30 FOR ARRS… https://t.co/ZNh64Gc7Et	Feb 01 2020
Me Nombraron ‘El Chupacabras’	@jimGinOKC @TRADOC 8 minutes less time? I pass the 6.2 with ease at around 18-20 minutes. I wouldn’t even pass the… https://t.co/4csUzQ1FGM	Feb 01 2020
LOWI SPOTTER INFO	Special Visitor: Sundair Date: () Dep: 2020-02-24(12:30) To: OSL Acft: A320 https://t.co/AbGyCwJqnF	Feb 01 2020
LOWI SPOTTER INFO	Special Visitor: Sundair Date:2020-02-23 (19:20) Dep: () From: STN Acft: A320 Remark: ferry https://t.co/AbGyCwJqnF	Feb 01 2020
YMML ATIS	INFO Q. FROM TIME 0030 RWYS 27 &amp; 34 FOR ARRS. LAHSO, RWY 27 FOR ALL DEPS.RAPID EXIT TAXIWAY FOXTROT CLOSED.ALL DEPS… https://t.co/Gx0x6njczX	Feb 01 2020
YMML ATIS	INFO P. RAPID EXIT TAXIWAY FOXTROT CLOSED.ALL DEPS MUST REQUEST PUSH BACK ON MELBOURNE DELIVERY 127.2. SURVEY ACFT… https://t.co/KViofAebW5	Jan 31 2020
yscbatis	INFO E. SIGWX: EXP TURB OVER RWY 35, S OF RWY INT. TMP: 38. WIND: 300/15. XW 12 KTS RWY 35. QNH: 1013. JET ACFT EXP… https://t.co/VSifYXezsN	Jan 31 2020
YMML ATIS	INFO O. EXP GLS OR RNAV APCH. RWY 34. RAPID EXIT TAXIWAY FOXTROT CLOSED.ALL DEPS MUST REQUEST PUSH BACK ON MELBOURN… https://t.co/aSPTnaUXnw	Jan 31 2020
LOWI SPOTTER INFO	Special Visitor: Alba Star Date: () Dep: 2020-02-01(16:40) To: MAN Acft: B738 https://t.co/AbGyCwJqnF	Jan 31 2020
Dostrich	@SGMtheMan1 Is this offer valid for the ACFT? Asking for a friend.	Jan 31 2020
Lil Frank 🍭💛	I ain’t gone lie to y’all. Tht ACFT no joke.	Jan 31 2020
yscbatis	INFO D. JET ACFT EXP ILS APCH. START UP APPROVAL RQ FOR TRAINING ACFT. TMP: 37. WIND: 330/18. XW 8 KTS RWY 35. XW 1… https://t.co/gBefttpBZt	Jan 31 2020
Cloclo	RT @mil_ops: Some days you fire up the overwatch board and your jaw drops. today is one of those days: 23 H60 Blackhawks, 8 EC45’s, 2 AWACs…	Jan 31 2020
TheStorm	RT @mil_ops: Some days you fire up the overwatch board and your jaw drops. today is one of those days: 23 H60 Blackhawks, 8 EC45’s, 2 AWACs…	Jan 31 2020
GMlog via GeigerNT	RT @525EMIB: Do you get enough rest? It could make the difference in your #ACFT performance. Check out the latest video in our series, wher…	Jan 31 2020
T R E Y ⚡️ 3 K	i’m still sore from that ACFT earlier 😭	Jan 31 2020
Stella Anderson	RT @USArmy: The #ACFT will be the largest overhaul in assessing a Soldier's physical fitness in 40 years, and it's just one part of a new h…	Jan 31 2020
Sooner88nj	RT @ArmyROTC: It’s #FitnessFriday once again! Get out there and get training for #ACFT 💪🔥	Jan 31 2020
Phil Blaisdell	@CL_V_CSM We have them. They’re just hidden. Shafter flats is the best place to conduct the ACFT.	Jan 31 2020
L Carter	RT @mil_ops: Some days you fire up the overwatch board and your jaw drops. today is one of those days: 23 H60 Blackhawks, 8 EC45’s, 2 AWACs…	Jan 31 2020
YMML ATIS	INFO X. LAHSO IN PROGRESS.RAPID EXIT TAXIWAY FOXTROT CLOSED.FROM TIME 2120, ACFT DEPARTING TO THE NORTH EAST EXPECT… https://t.co/zT2Ey4LtiV	Jan 31 2020
Jennifer Shoats	A good day and a bit of a sad day. Gave out a coin to SFC Rozwalka for going above and beyond lately on the ACFT ce… https://t.co/BJE74VVx9U	Jan 31 2020
Tanker Whisperer	RT @RedKnightHQ66: Red Knight 7, Chaos and Outlaw Companies teamed up to assist our wartime partners, 98th Training Div, with the ACFT for…	Jan 31 2020
The Unqualified Expert	@ArmyStrang @bayouwilson As tanks have been underperforming, under the new ACFT (Army Combat Frakking Tank) program… https://t.co/GuOYVBaQTi	Jan 31 2020
Eslteach1	RT @mil_ops: Some days you fire up the overwatch board and your jaw drops. today is one of those days: 23 H60 Blackhawks, 8 EC45’s, 2 AWACs…	Jan 31 2020
Pamela McNeff Smith	RT @mil_ops: Some days you fire up the overwatch board and your jaw drops. today is one of those days: 23 H60 Blackhawks, 8 EC45’s, 2 AWACs…	Jan 31 2020
Annex E (Personnel)	ACFT should be back squat and not dead lift. If you’re not doing Oly, there’s no reason for DL.	Jan 31 2020
Christopher Ramírez,🇺🇸🇪🇦🇵🇷 #Conservative⛪	RT @ArmyROTC: It’s #FitnessFriday once again! Get out there and get training for #ACFT 💪🔥	Jan 31 2020
Sean	@bby_kays I can't handle the clap backs, plus my old ass just got hurt trying to work towards the ACFT so honestly I'm in no position	Jan 31 2020
Todd P. Bruggeman	RT @101stAASLTDIV: New test, new equipment. #ACFT https://t.co/Gdgd8Oaif4	Jan 31 2020
Wide Awake 🇺🇸🇨🇭🇩🇪 QArmy Swiss Division	RT @mil_ops: Some days you fire up the overwatch board and your jaw drops. today is one of those days: 23 H60 Blackhawks, 8 EC45’s, 2 AWACs…	Jan 31 2020
DurhamIsComing⭐️⭐️⭐️	RT @mil_ops: Some days you fire up the overwatch board and your jaw drops. today is one of those days: 23 H60 Blackhawks, 8 EC45’s, 2 AWACs…	Jan 31 2020
Arkhan Van Hellsing	@norffieId Today at my gym I monopolized over 25 meters of space because I wanted to see how hard the ACFT's SDC ev… https://t.co/sztPD1k79o	Jan 31 2020
Blackpill	@martial_mortal @fedagent8 Yet the Army uses SI units and scientific methodology for acft, tactics, outfitting. Curious	Jan 31 2020
Section 21 S21/MI21	RT @USArmy: The Ceremonial Percussion section of The United States Army Band was inspired by the @WestPointBand Hellcat's #ArmyFit video!…	Jan 31 2020
Mike Powell	"ACFT in mid 30’s weather...

0/5 recommended 🙃"	Jan 31 2020
Theresa Gonzalez	RT @USArmy: The Ceremonial Percussion section of The United States Army Band was inspired by the @WestPointBand Hellcat's #ArmyFit video!…	Jan 31 2020
FirebaseSamadhi	@Bruno062418 Looks like everyone on board that acft are going for a swim. LoL	Jan 31 2020
Daniel Witt	@Newie129 @TRADOC My bad. I meant to say that everything with the ACFT rollout is going smooth. As expected.	Jan 31 2020
Wanda Davidson	RT @mil_ops: Some days you fire up the overwatch board and your jaw drops. today is one of those days: 23 H60 Blackhawks, 8 EC45’s, 2 AWACs…	Jan 31 2020
Michael Crespo	RT @101stAASLTDIV: New test, new equipment. #ACFT https://t.co/Gdgd8Oaif4	Jan 31 2020
Andy Morgado	RT @TradocDCG: Great video by @FortBenning @ArmorSchool on why we are adopting #ACFT &amp; purpose of each event.  @TRADOC @PaulFunk2 #WinningM…	Jan 31 2020
Icee	RT @mil_ops: Some days you fire up the overwatch board and your jaw drops. today is one of those days: 23 H60 Blackhawks, 8 EC45’s, 2 AWACs…	Jan 31 2020
Rebelyn ⭐️⭐️⭐️	RT @mil_ops: Some days you fire up the overwatch board and your jaw drops. today is one of those days: 23 H60 Blackhawks, 8 EC45’s, 2 AWACs…	Jan 31 2020
New New	@DRob_Conductor @TRADOC The ACFT is a perfect example of starting MDMP with step 6, then filling in the other steps… https://t.co/PSCAs68DCp	Jan 31 2020
