date	label	text
 2020 Mar 23 20:38:20	2	RT @mil_ops: Check this out. German Air Force, Spanish Air Force, and Royal Air Force... never have I seen this many foreign “non combat” t…
 2020 Mar 23 20:18:02	2	RT @mil_ops: Check this out. German Air Force, Spanish Air Force, and Royal Air Force... never have I seen this many foreign “non combat” t…
 2020 Mar 23 19:16:22	2	RT @mil_ops: Check this out. German Air Force, Spanish Air Force, and Royal Air Force... never have I seen this many foreign “non combat” t…
 2020 Mar 23 18:16:25	1	So the ACFT is being pushed back until Oct 2021? Anyone else here read the Implementation Of ACFT Frago? via /r/army https://t.co/9flfGnr3iK
 2020 Mar 23 17:57:01	2	RT @mil_ops: Check this out. German Air Force, Spanish Air Force, and Royal Air Force... never have I seen this many foreign “non combat” t…
 2020 Mar 23 17:25:45	1	@PlunkettPrime This is the picture I think of when I hear Mad Officers on Staff whine about how hard it will be to… https://t.co/585hAh2D9F
 2020 Mar 23 17:11:15	1	@ZeroBlog30 Old crusty SSG ACFT races
 2020 Mar 23 16:36:25	2	RT @mil_ops: Check this out. German Air Force, Spanish Air Force, and Royal Air Force... never have I seen this many foreign “non combat” t…
 2020 Mar 23 15:45:00	1	@TheWarden4508 @pietrolaj All of my friends at Fort Bragg have been telling me they want me to take the Army ACFT f… https://t.co/ZsRnbgLrGM
 2020 Mar 23 15:40:54	2	RT @mil_ops: Check this out. German Air Force, Spanish Air Force, and Royal Air Force... never have I seen this many foreign “non combat” t…
 2020 Mar 23 15:37:19	1	@TheWarden4508 @pietrolaj No he wouldn’t lmao the ACFT is hand release push-ups isn’t it? Meaning you’re forced to… https://t.co/KjwvamXsgP
 2020 Mar 23 15:21:00	1	"RT @Wolverine_CSM: Run in the morning, strength/Crossfit/ACFT training in the evening.  Set a routine while we are in the telework mode. 
S…"
 2020 Mar 23 15:16:52	1	Me trying to do the ACFT lmao https://t.co/BxgNmTH9IK
 2020 Mar 23 14:54:42	2	RT @mil_ops: Check this out. German Air Force, Spanish Air Force, and Royal Air Force... never have I seen this many foreign “non combat” t…
 2020 Mar 23 14:17:34	2	RT @mil_ops: Check this out. German Air Force, Spanish Air Force, and Royal Air Force... never have I seen this many foreign “non combat” t…
 2020 Mar 23 14:00:40	1	You thought the run was it! Got to get some #ACFT training in. Wearing that shirt made feel like a champ! 🇺🇸 💪… https://t.co/gpL7atj9Cu
 2020 Mar 23 13:29:39	0	RT @USARJ_PAO: The USARJ Command Chaplain's office led by Col. Tony Petros, USARJ command chaplain and Master Sgt. Roberts, USARJ command c…
 2020 Mar 23 13:17:15	1	RT @nmurotc: Cadet McIntyre practicing #SocialDistancing by conducting a ACFT focused workout at home 💪🏼. The workout was 10 Minute AMRAP o…
 2020 Mar 23 12:54:25	1	Cadet McIntyre practicing #SocialDistancing by conducting a ACFT focused workout at home 💪🏼. The workout was 10 Min… https://t.co/Q5BxLWtLki
 2020 Mar 23 12:34:36	0	@dog_marv “Lowered Expectations” recruitment is down big time. Scraping the bottom of the barrel. It started in the… https://t.co/BE6bIeDr8S
 2020 Mar 23 11:56:47	2	RT @mil_ops: Check this out. German Air Force, Spanish Air Force, and Royal Air Force... never have I seen this many foreign “non combat” t…
 2020 Mar 23 11:28:08	2	@sjh2222 @ericbolling @RL26NC @SpeakerPelosi Because she is number three in line for the Presidency, (let that sink… https://t.co/4fWnNrFoks
 2020 Mar 23 10:44:45	1	Run in the morning, strength/Crossfit/ACFT training in the evening.  Set a routine while we are in the telework mod… https://t.co/evQovSnRYg
 2020 Mar 23 10:03:58	1	@alip0alip Tpi still ada fly kan? Airport pon lengang weyh, acft berderet parking shja.
 2020 Mar 23 09:51:24	2	RT @mil_ops: Check this out. German Air Force, Spanish Air Force, and Royal Air Force... never have I seen this many foreign “non combat” t…
 2020 Mar 23 09:41:25	2	RT @ArmyMedEurope: When it comes to fat loss, most people embark on a program of cardio and dieting. Strength training is just an afterthou…
 2020 Mar 23 09:16:14	2	RT @ArmyMedEurope: When it comes to fat loss, most people embark on a program of cardio and dieting. Strength training is just an afterthou…
 2020 Mar 23 09:05:41	2	RT @mil_ops: Check this out. German Air Force, Spanish Air Force, and Royal Air Force... never have I seen this many foreign “non combat” t…
 2020 Mar 23 08:15:48	1	RT @mil_ops: @AmericaIsUnited they are airbus acft.
 2020 Mar 23 08:15:14	1	RT @mil_ops: @Red7White7Blue7 @AmyDay25286027 @KBinSC @bamagurl0404 yet, we have a bunch of acft coming in from Germany yesterday for a red…
 2020 Mar 23 08:10:04	2	RT @mil_ops: Check this out. German Air Force, Spanish Air Force, and Royal Air Force... never have I seen this many foreign “non combat” t…
 2020 Mar 23 06:36:42	2	RT @mil_ops: Check this out. German Air Force, Spanish Air Force, and Royal Air Force... never have I seen this many foreign “non combat” t…
 2020 Mar 23 05:53:08	1	"@GROYPAWG APFT, you were close but it goes by age brackets/gender: https://t.co/mGnXCXrfr7

New ACFT has no gender/… https://t.co/apBc5FcVQU"
 2020 Mar 23 05:43:39	1	@GROYPAWG lmfao!! this isn’t the army apft or new acft test
 2020 Mar 23 05:41:03	1	@Cortez72life Got out to pursue school &amp; switch up my career before I got old tho I do enjoy being an acft tech.
 2020 Mar 23 05:26:47	2	RT @mil_ops: Check this out. German Air Force, Spanish Air Force, and Royal Air Force... never have I seen this many foreign “non combat” t…
 2020 Mar 23 04:58:00	2	RT @mil_ops: Check this out. German Air Force, Spanish Air Force, and Royal Air Force... never have I seen this many foreign “non combat” t…
 2020 Mar 23 04:54:33	2	RT @mil_ops: Check this out. German Air Force, Spanish Air Force, and Royal Air Force... never have I seen this many foreign “non combat” t…
 2020 Mar 23 04:47:38	2	RT @mil_ops: Check this out. German Air Force, Spanish Air Force, and Royal Air Force... never have I seen this many foreign “non combat” t…
 2020 Mar 23 04:46:48	2	RT @mil_ops: Check this out. German Air Force, Spanish Air Force, and Royal Air Force... never have I seen this many foreign “non combat” t…
 2020 Mar 23 03:36:42	0	The USARJ Command Chaplain's office led by Col. Tony Petros, USARJ command chaplain and Master Sgt. Roberts, USARJ… https://t.co/OTOEo7MFgU
 2020 Mar 23 03:36:14	2	RT @mil_ops: Check this out. German Air Force, Spanish Air Force, and Royal Air Force... never have I seen this many foreign “non combat” t…
 2020 Mar 23 03:32:23	2	RT @mil_ops: Check this out. German Air Force, Spanish Air Force, and Royal Air Force... never have I seen this many foreign “non combat” t…
 2020 Mar 23 03:06:17	2	RT @mil_ops: Check this out. German Air Force, Spanish Air Force, and Royal Air Force... never have I seen this many foreign “non combat” t…
 2020 Mar 23 03:04:26	2	RT @mil_ops: Check this out. German Air Force, Spanish Air Force, and Royal Air Force... never have I seen this many foreign “non combat” t…
 2020 Mar 23 03:00:04	1	INFO G. WIND: VRB 6 EASTERLY, OCNL TW 3 KTS. QNH: 1024. RWY 35. CANBERRA RADAR U/S. EXPECT DELAY. START UP APPROVAL… https://t.co/0iOwc20NHQ
 2020 Mar 23 02:40:52	2	RT @mil_ops: Check this out. German Air Force, Spanish Air Force, and Royal Air Force... never have I seen this many foreign “non combat” t…
 2020 Mar 23 02:15:04	1	INFO F. TMP: 20. CLD: SCT045. QNH: 1025. RWY 35. CANBERRA RADAR U/S. EXPECT DELAY. START UP APPROVAL RQ FOR ALL TRA… https://t.co/CYTS7tcntV
 2020 Mar 23 02:13:19	1	&amp; the fact I gotta grade an acft tomorrow morning blows 😣 i’m finna take some nyquil &amp; KO !
 2020 Mar 23 01:25:04	1	INFO E. RWY 35. TMP: 18. WIND: VRB 6 NORTH EASTERLY. CANBERRA RADAR U/S. EXPECT DELAY. START UP APPROVAL RQ FOR ALL… https://t.co/HG3Xo2iz75
 2020 Mar 23 01:16:04	2	RT @mil_ops: Check this out. German Air Force, Spanish Air Force, and Royal Air Force... never have I seen this many foreign “non combat” t…
 2020 Mar 23 00:42:50	1	"NO PT NO ACFT 
APFT PEOPLE MEET AT OPS 0600 
Lubanski -06 lundeen-010 Franco - 016-Germain-016 Guiao- 016 mena - 02… https://t.co/QZsrgvxmhW"
 2020 Mar 23 00:30:49	2	RT @mil_ops: Check this out. German Air Force, Spanish Air Force, and Royal Air Force... never have I seen this many foreign “non combat” t…
 2020 Mar 23 00:18:02	2	RT @mil_ops: Check this out. German Air Force, Spanish Air Force, and Royal Air Force... never have I seen this many foreign “non combat” t…
 2020 Mar 23 00:03:16	2	RT @mil_ops: Check this out. German Air Force, Spanish Air Force, and Royal Air Force... never have I seen this many foreign “non combat” t…
 2020 Mar 23 00:01:18	2	RT @mil_ops: Check this out. German Air Force, Spanish Air Force, and Royal Air Force... never have I seen this many foreign “non combat” t…
 2020 Mar 22 23:54:15	1	Acft is no hoe
 2020 Mar 22 23:53:35	2	RT @mil_ops: Check this out. German Air Force, Spanish Air Force, and Royal Air Force... never have I seen this many foreign “non combat” t…
 2020 Mar 22 23:51:14	2	RT @mil_ops: Check this out. German Air Force, Spanish Air Force, and Royal Air Force... never have I seen this many foreign “non combat” t…
 2020 Mar 22 23:44:46	2	RT @mil_ops: Check this out. German Air Force, Spanish Air Force, and Royal Air Force... never have I seen this many foreign “non combat” t…
 2020 Mar 22 23:40:04	1	INFO D. CANBERRA RADAR U/S. EXPECT DELAY. START UP APPROVAL RQ FOR ALL TRAINING ACFT. TMP: 17. CLD: FEW035. QNH: 10… https://t.co/KusFUUS5na
 2020 Mar 22 23:20:31	2	RT @mil_ops: Check this out. German Air Force, Spanish Air Force, and Royal Air Force... never have I seen this many foreign “non combat” t…
 2020 Mar 22 23:19:40	2	RT @mil_ops: Check this out. German Air Force, Spanish Air Force, and Royal Air Force... never have I seen this many foreign “non combat” t…
 2020 Mar 22 23:06:28	1	@GameOf_Cubicles @XOofXOs @ski2point0 Sounds like ACFT practice to me
 2020 Mar 22 23:04:28	2	RT @mil_ops: Check this out. German Air Force, Spanish Air Force, and Royal Air Force... never have I seen this many foreign “non combat” t…
 2020 Mar 22 23:03:51	2	RT @mil_ops: Check this out. German Air Force, Spanish Air Force, and Royal Air Force... never have I seen this many foreign “non combat” t…
 2020 Mar 22 22:56:55	2	RT @mil_ops: Check this out. German Air Force, Spanish Air Force, and Royal Air Force... never have I seen this many foreign “non combat” t…
