date	label	text
 2020 Mar 25 06:31:19	1	RT @Khairykj: Pada hari Jumaat, PM akan umumkan beberapa lagi langkah tambahan untuk membatu ekonomi rakyat. Kerajaan sedar, krisis COVID-1…
 2020 Mar 25 06:31:19	1	"RT @SkyNews: 'I never imagined I could have been so sick'.

Micheal Prendergast is 28 and has been in isolation in hospital with acute COVI…"
 2020 Mar 25 06:31:19	1	"RT @narendramodi: My fellow citizens, 

THERE IS ABSOLUTELY NO NEED TO PANIC.

Essential commodities, medicines etc. would be available. Ce…"
 2020 Mar 25 06:31:19	2	3) Cilvēkiem netiek dalītas maskas vai respiratori. Ja esi atlidojis vesels, ļoti reāli, ka pēc šī sociālā eksperim… https://t.co/nUZsDLpjFe
 2020 Mar 25 06:31:19	2	RT @CityOfDallas: COVID-19 Testing Updates: The AAC tested 223 people today &amp; Ellis Davis tested 54. Our Regional Summary Dashboard tabulat…
 2020 Mar 25 06:31:18	0	RT @Kemdikbud_RI: #SahabatDikbud, Mendikbud menerbitkan Surat Edaran tentang pelaksanaan pendidikan dalam masa darurat Covid-19. Salah satu…
 2020 Mar 25 06:31:18	1	"RT @marimandona262: 夫氏の同僚ご尊父がCovid-19で亡くなった。70代で既往症も無く普通に生活していたのに発熱、疲労感が酷く病院に行った所、陽性。その4日後に亡くなったと。
病院で陽性確定した後は病院に付き添った妻と話す事も出来ず当然家族と最後に会うこと…"
 2020 Mar 25 06:31:18	1	RT @FiodoirMacTire: La tasa de mortalidad por Covid-19 en Madrid es del 12%, la más alta en el estado español y la más alta a nivel mundial…
 2020 Mar 25 06:31:18	1	RT @OpIndia_com: Coronavirus: Commerce Ministry bans export of Hydroxychloroquine, the anti-malaria drug showing promise as an effective tr…
 2020 Mar 25 06:31:18	1	RT @InvictosSomos: Lionel Messi donó 1 MILLÓN DE EUROS para la lucha contra el COVID-19. Una parte para el Hospital Clínic de Barcelona y o…
 2020 Mar 25 06:31:18	1	RT @DrTumisang: Hi fam. I want to play a part in helping our government with the fight against CORONAVIRUS. Starting this Friday, I’ll be v…
 2020 Mar 25 06:31:18	2	"RT @BioTodaySuppl: “Trials to begin on Covid-19 vaccine in UK next month”
“make it available to save lives before the end of the year”
英国オッ…"
 2020 Mar 25 06:31:18	2	RT @PCIsurgeon: I am a cardiologist fighting covid -19 for last 4-5 days. I m pretty sure I contracted this from a false -ve tested pt who…
 2020 Mar 25 06:31:18	1	"RT @Ale_Rimi: Premier #Conte al TG5: ""Sulla Pasqua non fatemi fare previsioni. Non risolveremo la situazione nei prossimi giorni, ma confid…"
 2020 Mar 25 06:31:18	1	RT @InternetXp1orer: BREAKING: Italy reports its first two cases of the new coronavirus (COVID_19). Authorities say the situation is under…
 2020 Mar 25 06:31:18	1	RT @umar_ayotunde: I see Billionaires like Jack Ma, Cristiano Ronaldo,Elon Musk,Rihana and many more around the world donating money to get…
 2020 Mar 25 06:31:18	1	"RT @narendramodi: Navreh Mubarak!

May this festival fill everyone’s life with good health and happiness. 

May we all come together to win…"
 2020 Mar 25 06:31:18	2	RT @euronews_tr: İyileşen Covid-19 hastalarının kanı yeni hastaları iyileştirebilir mi? https://t.co/R61cLULskS
 2020 Mar 25 06:31:18	1	Who Invented the #Coronavirus see article here https://t.co/0B4Pc2neEt
 2020 Mar 25 06:31:18	1	"RT @BikeSlutty: Well, piss fuck!

https://t.co/bTrnmdaadR"
 2020 Mar 25 06:31:18	2	RT @CNN: About 40 people who attended a farewell party in Connecticut in early March were exposed to Covid-19 after a partygoer was confirm…
 2020 Mar 25 06:31:18	2	RT @PCIsurgeon: I am a cardiologist fighting covid -19 for last 4-5 days. I m pretty sure I contracted this from a false -ve tested pt who…
 2020 Mar 25 06:31:18	0	"RT @ThePrintIndia: Modi’s Covid-19 lockdown speech shows he doesn’t learn from past mistakes, or doesn’t care to

Abhijit Iyer-Mitra @Iyerv…"
 2020 Mar 25 06:31:18	0	RT @francesleach_: Cuban doctors arriving into Italy to support the fight against Covid-19. Throughout most pandemics of the 21st century C…
 2020 Mar 25 06:31:18	0	"RT @SputnikMundo: Rusia considera enviar a América Latina y África hospitales móviles para tratar COVID-19 🇷🇺➡🌎🌍
👉🌐 https://t.co/R4QsApyje1…"
 2020 Mar 25 06:31:18	1	"RT @redzuanNewsMPB: PENGUMUMAN PENTING!

Penumpang ETS No 9173, Butterworth- KL Sentral pada 7 Mac diminta buat saringan kesihatan  jika te…"
 2020 Mar 25 06:31:18	2	RT @SyazanaMI: Malaysians, nampak tak situasi kat Italy macam mana? Keranda berisi mayat mangsa COVID-19 diangkut guna military trucks seba…
 2020 Mar 25 06:31:18	1	"RT @narendramodi: Navreh Mubarak!

May this festival fill everyone’s life with good health and happiness. 

May we all come together to win…"
 2020 Mar 25 06:31:18	2	@calin_kim I don't want to get in COVID-19's way.
 2020 Mar 25 06:31:18	0	"RT @ddc_riskcom: รายงาน โควิด19 (COVID-19) วันนี้ 25/03/63
ผู้ติดเชื้อเพิ่ม 107 ราย
รวมผู้ติดเชื้อทั้งหมด 934 ราย
ผู้ป่วยหนัก 4 ราย
ผู้ป่วย…"
 2020 Mar 25 06:31:18	1	RT @TimesLIVE: #CoronavirusLockdown cases jump to 709 in SA https://t.co/w4n6oDgDFS
 2020 Mar 25 06:31:18	1	RT @OneTrueShaun: @carterforva I love how the stock market has become some indicator of economic performance and not the estimated 30% of p…
 2020 Mar 25 06:31:18	2	@cubsportmusic thank you for your contribution to society, covid-19 is now down to atleast covid-10
 2020 Mar 25 06:31:17	1	RT @NicolasMaduro: Participé de una hermosa cadena de oración en familia, con sacerdotes, pastores y rabinos, pidiendo a Dios nos llene de…
 2020 Mar 25 06:31:17	1	"RT @agustingc2012: Sesión ordinaria de marzo del Concejo de la @AlcCuauhtemocMx circunscrito al protocolo de la #SanaDistancia
Se informan…"
 2020 Mar 25 06:31:17	0	RT @SyazanaMI: Kalau tahu kita ada close contact dengan pesakit COVID-19, terus serah diri kat hospital. Frontliners di hospital nak bantu…
 2020 Mar 25 06:31:17	0	RT @nakkiahlui: If you’re worried about what the world looks like after Covid-19 and want it to be a better place, let’s look to our First…
 2020 Mar 25 06:31:17	0	RT @spwells: Amazon warehouse workers test covid-19 positive at facilities in New York, Kentucky, Florida, Texas, Michigan and Oklahoma htt…
 2020 Mar 25 06:31:17	0	RT @PrisonPlanet: A passenger who died on a bus in China tested positive for a completely different virus than COVID-19 because he ate rats…
 2020 Mar 25 06:31:17	2	RT @kurteichenwald: Another country got strong control of COVID-19 outbreak with almost no impact on its economy. It is now back to almost…
 2020 Mar 25 06:31:17	1	RT @SEACoronavirus: 470 boxes of surgical masks for #COVID19 health workers have been stolen from Pagelaran General Hospital in Cianjur, We…
 2020 Mar 25 06:31:17	2	"RT @AmitShah: COVID-19 से लड़ने के लिए सरकार ने 15000cr रुपए का प्रावधान किया है। 

इससे testing, self protective equipments, ventilators,…"
 2020 Mar 25 06:31:17	2	Criminals are posing as WHO officials online to perpetrate scams related to COVID-19. A volunteer cyber defence bri… https://t.co/b92dzTQxcl
 2020 Mar 25 06:31:17	2	RT @bharianmy: Penularan di Malaysia ketika ini menyaksikan setiap satu pesakit COVID-19 menjangkiti tiga individu tidak mempunyai gejala s…
 2020 Mar 25 06:31:17	2	@DOHgovph Pwede pong magpatupad ng strict distancing po para maiwasan ang paghawa ng COVID-19 kasi ang mga bansa Tu… https://t.co/yTekblDGKX
 2020 Mar 25 06:31:17	1	"RT @fm91trafficpro: “ชมพู่ อารยา” ร่วมบริจาคเงิน 1.2 ล้าน ซื้อเครื่องมือแพทย์ ช่วยผู้ป่วย COVID-19
https://t.co/1WpOwyluix https://t.co/30X…"
 2020 Mar 25 06:31:17	1	RT @jsphctrl: South African confirmed Covid-19 cases have risen to 709 from 554, Zweli Mkhize, the health minister, said. He has been braci…
 2020 Mar 25 06:31:17	2	"RT @ARMilani_: My Dad contracted COVID-19 from someone who was fit, healthy and showing no symptoms.

You might feel fine. You might be sho…"
 2020 Mar 25 06:31:17	2	RT @bmj_latest: While a high temperature and a new, continuous cough are the most established symptoms of covid-19, @WHO is now examining h…
 2020 Mar 25 06:31:17	1	RT @energymutodi: Zimbabwean President Emmerson Mnangagwa has with immediate effect imposed a ban on night clubs, bars, gyms, movie houses…
 2020 Mar 25 06:31:17	1	RT @MarkEmmert: There are some 1,200 Amish people in Johnson and Washington counties who don't access TVs or the internet. Getting word to…
 2020 Mar 25 06:31:17	1	RT @Profdilipmandal: An Appeal by Dalits and Adivasis to the Central and State Governments in the view of Covid-19:https://t.co/kPzJpLw3wG
 2020 Mar 25 06:31:17	1	"RT @News24: BREAKING | Coronavirus cases in South Africa hits 709

https://t.co/xK3UDADdif https://t.co/rbVOVFwZT3"
 2020 Mar 25 06:31:17	0	RT @elfaddis: I know that it seems like the COVID-19 pandemic is ruining everything right now. Senior years getting ruined, prom cancelled,…
 2020 Mar 25 06:31:17	2	RT @SyazanaMI: Semalam aku ada baca short article berkenaan COVID-19. Tajuknya adalah COVID-19 in Europe : the Italian lesson. Article ini…
 2020 Mar 25 06:31:17	2	RT @GetThailand: GET ห่วงใย💛และอยากย้ำให้ทุกคนช่วยกันลดความเสี่ยงการแพร่และติดเชื้อ COVID-19 กันให้ได้มากที่สุด โดยเริ่มจากสิ่งที่พวกเราสาม…
 2020 Mar 25 06:31:17	1	RT @MbalulaFikile: LIVE | SA hits 709 coronavirus cases https://t.co/R6ubxIzvNQ
 2020 Mar 25 06:31:17	2	RT @damnit_mann: The only person who can make the cure for Covid-19 https://t.co/u5uYFgQrsS
 2020 Mar 25 06:31:17	1	RT @astrohalergulen: yapilacak sey belli. Sokaga cikma yasagi. Otobusler, trenler, havaalanlari, arabalar durdurulmali. Hickimse ise gitmem…
 2020 Mar 25 06:31:17	2	Where is the Global response meeting for COVID-19?
 2020 Mar 25 06:31:17	1	RT @Kemdikbud_RI: #SahabatDikbud, berikut Surat Edaran Mendikbud No. 4 Tahun 2020 tentang Pelaksanaan Kebijakan Pendidikan dalam Masa Darur…
 2020 Mar 25 06:31:17	0	https://t.co/EjrMJLqUXt
 2020 Mar 25 06:31:17	2	"RT @ZulafandiHaris: Pengalaman saya sebagai POSITIVE COVID-19 

Virus yg melanda seluruh dunia sehingga menjadi pandemic kpd semua org. Kit…"
 2020 Mar 25 06:31:17	0	"RT @BrainDumpTweets: He has no health.
He is unclean.
This Kong
has COVID-19. https://t.co/Bpc4NReEJw"
 2020 Mar 25 06:31:17	2	"RT @KellyScaletta: Most active cases of Covid-19 in the world. 

1. Italy: 54,030. 
2. USA: 53,665. 
3. Spain: 35, 723. 

By tomorrow morni…"
 2020 Mar 25 06:31:17	0	RT @brosandprose: One of my friends has COVID-19 and is in the ICU. He's in his late 20s and not in an at-risk population. I don't know wha…
 2020 Mar 25 06:31:16	1	"RT @Rachel__Nichols: A visibly shaken @KarlTowns telling the story his mother Jackie, who is in a coma &amp; on a ventilator with COVID-19: ""He…"
 2020 Mar 25 06:31:16	0	"RT @marcus94543161: You f*cked up ⁦@SadiqKhan⁩...
Drop the Napoleon complex &amp; let the govt run the show.
Key workers need more trains,sort…"
 2020 Mar 25 06:31:16	2	Para dokter dari TNI AD yang diberangkatkan ke Wisma Atlet &amp; RSPAD Gatot Subroto sebagai garda terdepan melawan cov… https://t.co/DpXr0csHbg
 2020 Mar 25 06:31:16	1	RT @Sparsh_cctv: Accurate Temperature Measurement and Alarm for early Detection of COVID-19
 2020 Mar 25 06:31:16	2	"RT @AmitShah: ఉగాది నాడు ఆంధ్రప్రదేశ్ &amp; తెలంగాణాలోని నా సోదర మరియు సోదరీమణులకు హృదయపూర్వక శుభాకాంక్షలు.

 ఈ నూతన సంవత్సరంలో మనమందరం ఇంటిలో…"
 2020 Mar 25 06:31:16	2	@SizweBebe Fake COVID-19 news can lead to jail time bruh
 2020 Mar 25 06:31:16	1	"RT @_AmirAsyraf_: SEMOGA COVID-19 HILANG SEBELUM 14 APRIL 

SEMOGA COVID-19 HILANG SEBELUM 14 APRIL

SEMOGA COVID-19 HILANG SEBELUM 14 APRI…"
 2020 Mar 25 06:31:16	2	RT @uky_uky_: Gua minta tolong banget sama temen2 Twitter buat viralin thread ini, sejujurnya saat ini mental gua bener2 drop setelah terja…
 2020 Mar 25 06:31:16	1	"COVID-19 is here. 
The old way of running things won’t work anymore"
 2020 Mar 25 06:31:16	2	RT @JuddLegum: 1. Amazon, owned by the richest man in the world, is soliciting PUBLIC DONATIONS to pay sick leave for contract drivers who…
 2020 Mar 25 06:31:16	0	"RT @wextcommunity: Uber takes this step to limit movement of its drivers and passengers to check the spread of COVID-19.

For more latest &amp;…"
 2020 Mar 25 06:31:16	2	RT @PopCrave: Greta Thunberg confirms she has COVID-19 symptoms and is self-isolating with her dad. https://t.co/qxWrD0qTwi
 2020 Mar 25 06:31:16	1	"RT @ini_deaa: Knp aku ngingetin sampe segininya, kakelku sendiri yg jelas"" temen deketku dia udah suspect covid-19 gais jd aku sangat menya…"
 2020 Mar 25 06:31:16	0	"RT @marimandona262: 夫氏の同僚ご尊父がCovid-19で亡くなった。70代で既往症も無く普通に生活していたのに発熱、疲労感が酷く病院に行った所、陽性。その4日後に亡くなったと。
病院で陽性確定した後は病院に付き添った妻と話す事も出来ず当然家族と最後に会うこと…"
date	label	text
 2020 Mar 25 06:31:27	2	RT @Forbes_Mexico: Los centros penitenciarios podrían ser un foco de infección del coronavirus ya que al menos cinco personas comparten una…
 2020 Mar 25 06:31:27	2	RT @redzuanNewsMPB: Bukan sahaja penghidap kanser darah Leukemia, kanak kanak 2 tahun Muhammad Fateh Aqil Mohd Nazmee  juga positif Covid-1…
 2020 Mar 25 06:31:27	0	RT @damnit_mann: The only person who can make the cure for Covid-19 https://t.co/u5uYFgQrsS
 2020 Mar 25 06:31:27	0	RT @AmerGeriatrics: Affordable senior housing needs COVID-19 guidance, relief, LeadingAge says https://t.co/bxP2meg49d
 2020 Mar 25 06:31:27	0	RT @Azfarovski: Remember when the rest of the world was worrying about Covid-19, some people in our country went “WOHOO HARGA FLIGHT TICKET…
 2020 Mar 25 06:31:27	2	RT @urstrulyMahesh: 6 Use a mask only if you have symptoms or feeling sick. Please contact the doctor or clinic if you have COVID-19 sympto…
 2020 Mar 25 06:31:27	1	Fighting  COVID-19. https://t.co/0yV428xAr8 https://t.co/Ael0QYRvDm
 2020 Mar 25 06:31:27	2	RT @SyazanaMI: Kalau tahu kita ada close contact dengan pesakit COVID-19, terus serah diri kat hospital. Frontliners di hospital nak bantu…
 2020 Mar 25 06:31:27	2	RT @imVkohli: As our Honourable Prime Minister, Shri @NarendraModi ji just announced, the whole country is going into a lockdown starting m…
 2020 Mar 25 06:31:27	2	RT @passantino: Breaking: A child under the age of 18 has died of coronavirus in Los Angeles, public health officials announce, in what is…
 2020 Mar 25 06:31:27	1	"RT @fm91trafficpro: ทีมวิกฤตสู้ covid-19 วชิรพยาบาล
.
ขอเชิญผู้มีจิตศรัทธาบริจาคอุปกรณ์ทางการแพทย์ที่จำเป็น เพื่อรักษาผู้ป่วยโควิด-19 ที่มู…"
 2020 Mar 25 06:31:27	2	"RT @mochamadarip: Wajah boleh cantik (walau sedang2 aja) penampilan agamis, Novi Yanti, nama akun FBnya.

Tapi... jempol dan otaknya, sadiz…"
 2020 Mar 25 06:31:27	2	RT @CaptSSandhu: Greetings to everyone on the commencement of Navratras. As we spend time indoors with our loved ones, let us hope and pray…
 2020 Mar 25 06:31:27	2	RT @adia66: L'après #Covid_19 va être une nouvelle paire de manche pour @EmmanuelMacron. Expliquer à certains Français qu'il va falloir fai…
 2020 Mar 25 06:31:27	2	RT @va_kivlighan: @NightShiftMD @Earth2Mother This is being done in the US. They're using a few state blood banks. It seems like it could b…
 2020 Mar 25 06:31:27	2	RT @ArvindKejriwal: Delhi is prepared to ensure essential supplies are available to all during the 21-day lockdown. Important updates on De…
 2020 Mar 25 06:31:27	2	"RT @KKMPutrajaya: Kerajaan menjangkakan kes-kes baharu akan terus dicatatkan dalam masa yang terdekat. 

Oleh itu, KKM telah melakukan pers…"
 2020 Mar 25 06:31:27	1	"RT @Bighilti1968: STARK &amp; FRIGHTENING MESSAGE...

From my partner working in Covid-19 ward in the Mater.

STAY AT HOME !!!!!

#COVIDー19
#co…"
 2020 Mar 25 06:31:27	2	RT @scamperspets: Please respect our awesome team by social distancing in store 😀 #covid_19 #essentialservices #petshops #dogs #cats #small…
 2020 Mar 25 06:31:27	1	"PM Modi shares link on information regarding Covid-19 in sign language
https://t.co/7xQEJGvuvX

via NaMo App https://t.co/zdRV5Mqf6P"
 2020 Mar 25 06:31:27	0	RT @segalink: Public service announcement for those still confused about Covid-19. My client just simplified the entire issue with this pre…
 2020 Mar 25 06:31:27	2	"RT @ChSchonenberger: My Open-Source COVID-19 Dashboard is now available specific for Switzerland:
https://t.co/kLysTp1LUS
If you want to ad…"
 2020 Mar 25 06:31:27	1	President Buhari in self-isolation after showing signs of COVID-19 despite testing Negative https://t.co/kGARZls0xt https://t.co/aqJNSXz0f3
 2020 Mar 25 06:31:27	1	RT @ABC7NY: Strengthening your health and nutrition during the COVID-19 quarantine https://t.co/eBK6nZQRoL https://t.co/lvDdhbb5E4
 2020 Mar 25 06:31:27	0	RT @Bubblebathgirl: Sen. Martha McSally (R-AZ) just introduced a bill to withhold Senate pay until the Senate passes the COVID-19 relief pa…
 2020 Mar 25 06:31:26	2	RT @redzuanNewsMPB: Bukan sahaja penghidap kanser darah Leukemia, kanak kanak 2 tahun Muhammad Fateh Aqil Mohd Nazmee  juga positif Covid-1…
 2020 Mar 25 06:31:26	0	RT @SyazanaMI: Semalam aku ada baca short article berkenaan COVID-19. Tajuknya adalah COVID-19 in Europe : the Italian lesson. Article ini…
 2020 Mar 25 06:31:26	2	RT @Iyervval: I argue today that Modi shows a repetitive pattern of not learning from past mistakes nor course correcting. The #COVID2019 #…
 2020 Mar 25 06:31:26	2	RT @Sepsakon: Mark Prendergast มือกีตาร์ Kodaline เผยว่าตัวเองได้ติดเชื้อ COVID-19 ส่วนเพื่อนสมาชิกวงคนอื่นยังปลอดภัยดีไม่มีอาการใดๆ https:…
 2020 Mar 25 06:31:26	2	"RT @News24: BREAKING | Coronavirus cases in South Africa hits 709

https://t.co/xK3UDADdif https://t.co/rbVOVFwZT3"
 2020 Mar 25 06:31:26	2	"RT @KKMPutrajaya: Kerajaan menjangkakan kes-kes baharu akan terus dicatatkan dalam masa yang terdekat. 

Oleh itu, KKM telah melakukan pers…"
 2020 Mar 25 06:31:26	2	RT @LabourMinistry: In the backdrop of outbreak of COVID-19, to giverelief to workers, an advisory By Ministry of Labour and Employment to…
 2020 Mar 25 06:31:26	1	RT @cnnphilippines: THREAD: Inter-Agency Task Force on Emerging and Infectious Diseases (IATF-ETD) holds media briefing on COVID-19 | Live…
 2020 Mar 25 06:31:26	2	RT @RepKatiePorter: I’ve taken #coronavirus seriously from Day 1. Today marks 8 weeks since I pushed the CDC to brief Congress on the threa…
 2020 Mar 25 06:31:26	0	RT @Dezzz_____: Covid-19 might be big, but I just want to remind y’all that our God is BIGGER.✨
 2020 Mar 25 06:31:26	2	RT @beautifulnara: 59 Maut Selepas Paderi Beri Minum Dettol Untuk ‘Bersihkan’ COVID-19 https://t.co/nc3GXULg7B
 2020 Mar 25 06:31:26	2	"RT @ElPastorJoelito: He visto a tantos líderes religiosos declarar en contra del coronavirus. 

Y eso me lleva a una conclusión: 

O el COV…"
 2020 Mar 25 06:31:26	1	"Somewhere, locked up in a laboratory, scientists are putting together the final pieces of the covid-19 Vaccine.

🙏🙏🙏"
 2020 Mar 25 06:31:26	1	RT @infolistrikdjty: Hai #electrizen ! Semoga sehat selalu dan #StaySafe #dirumahaja 😁 Sbg langkah antisipasi penyebaran COVID-19, perhitun…
 2020 Mar 25 06:31:26	0	RT @geovana_bruel: me covid 19 vezes pra ir na sua casa que eu vou as 19 kkkkkkkkkkk
 2020 Mar 25 06:31:26	0	RT @fsfelle: Please. Do you job, Malaysians. We can help to break the Covid-19 chain by staying at home. Some people need to see their fami…
 2020 Mar 25 06:31:26	0	RT @AndrewCMcCarthy: Our experience suggests that hydroxychloroquine should be a first-line treatment for Covid-19. We can use it to save l…
 2020 Mar 25 06:31:26	2	#prayer #covid_19 @ Lagos, Nigeria https://t.co/UEHyM5FF08
 2020 Mar 25 06:31:26	2	RT @JamesMelville: In just one week, a team at Oxford University and King’s College London have built a simple ventilator that could potent…
 2020 Mar 25 06:31:26	2	"RT @ddc_riskcom: รายงาน โควิด19 (COVID-19) วันนี้ 25/03/63
ผู้ติดเชื้อเพิ่ม 107 ราย
รวมผู้ติดเชื้อทั้งหมด 934 ราย
ผู้ป่วยหนัก 4 ราย
ผู้ป่วย…"
 2020 Mar 25 06:31:26	0	RT @WRadioColombia: Colombia ha sido el país más rápido en implementar las medidas para contener el Covid-19  https://t.co/01YYTJnRF5
 2020 Mar 25 06:31:26	2	"RT @News24: BREAKING | Coronavirus cases in South Africa hits 709

https://t.co/xK3UDADdif https://t.co/rbVOVFwZT3"
 2020 Mar 25 06:31:26	2	"RT @GinaPachecoF: Sin duda éste artículo demuestra que NO CONOCEN México... aquí la realidad NO es tal ..
aquí se vive el surrealismo a top…"
 2020 Mar 25 06:31:26	2	RT @PTI_News: Man tests positive for coronavirus in Patna, fourth COVID 19 case in Bihar
 2020 Mar 25 06:31:26	2	"RT @erna_st: Pemerintah Indonesia Buka Pintu Donasi untuk Lawan Corona

Donasi akan dikelola oleh Gugus Tugas Percepatan Penanganan Covid-1…"
 2020 Mar 25 06:31:26	2	RT @asumsico: 16/03 Walikota Prabumulih: Tidak akan saya liburkan, kalau diliburkan Corona hilang, besok saya liburkan....Prabumulih aman…
 2020 Mar 25 06:31:26	2	"RT @MaggieKent6abc: The MAJORITY of COVID-19 patients  in Philadelphia are 20-39 years old.
@6abc"
 2020 Mar 25 06:31:26	2	RT @CathayPak: A plane bound for Pakistan carrying N95 and surgical masks sponsored by China's @JackMa Foundation and the Alibaba Foundatio…
 2020 Mar 25 06:31:26	2	RT @MamataOfficial: The West Bengal Government is leaving no stone unturned to ensure safety &amp; precautions for its citizens in combating CO…
 2020 Mar 25 06:31:26	2	"RT @erna_st: Pemerintah Indonesia Buka Pintu Donasi untuk Lawan Corona

Donasi akan dikelola oleh Gugus Tugas Percepatan Penanganan Covid-1…"
 2020 Mar 25 06:31:26	0	A Special message to all JKP Devotees from the President of Jagadguru Kripalu Parishat during this unprecedented ti… https://t.co/tOYE2X61im
 2020 Mar 25 06:31:26	2	RT @philippeherlin: Le Pr Didier #Raoult tape du poing sur la table : il juge «immoral» d’attendre pour administrer la chloroquine et affir…
 2020 Mar 25 06:31:26	1	RT @PCIsurgeon: I am a cardiologist fighting covid -19 for last 4-5 days. I m pretty sure I contracted this from a false -ve tested pt who…
 2020 Mar 25 06:31:26	0	"RT @PitRita_Project: 【Japanese Government measures against COVID-19】

 Prime Minister Shinzo Abe will issue a gift certificate to encourage…"
 2020 Mar 25 06:31:26	2	RT @KrantiSaran: The Prime Minister of India has just addressed the nation for thirty minutes on COVID-19 without ever mentioning testing.…
 2020 Mar 25 06:31:25	2	"RT @xtrevi: En la gustada serie ""mejores cosas que podemos hacer con los estacionamientos""... ❤️ https://t.co/jE6arPPPFI"
 2020 Mar 25 06:31:25	1	"#RDC: le nombre de personnes infectées au #COVIDー19 passe de 45 à 48
https://t.co/A5zMqPdwAE"
 2020 Mar 25 06:31:25	2	RT @urstrulyMahesh: 6 Use a mask only if you have symptoms or feeling sick. Please contact the doctor or clinic if you have COVID-19 sympto…
 2020 Mar 25 06:31:25	1	Engkau Maha Mengetahui keadaan kami smua. Engkau Permudahkan lah. Engkau angkatlah wabak Covid-19 ini dari kami Ya… https://t.co/dadwaMGjq3
 2020 Mar 25 06:31:25	2	RT @JonasftMaroon5: ESTE IBA A SER MI AÑO, COVID-19 DE MIERDAAAAAAAAAAAAAAAA
 2020 Mar 25 06:31:25	2	RT @jmartin753: Sta. Lucia, el Tren Maya y Dos Bocas van! No me importa si mueren un chingo de mexicanos de COVID-19 díganles que tenemos m…
